"","farmtype","hhsize","hhelectric","hhhdocc1","fplotarea1","yearsuse1","farmsalev","s1p1c1area","s1p1c1qharv","s1p1c1sold","pc1","extc","adm0","adm1","incfarm","incnfarm"
"1808","Small","6-7","Yes","Farmer",0.625,"0-5",112500,"100-100",60000,30000,"9","1","egypt","Lower Egypt",7423,"0-0"
"1809","Small","4-6","Yes","Farmer",0.8330000043,"20-30",375000,"0-20",1400,1400,"14","1","egypt","Lower Egypt",27984,"0-0"
"1810","Small","4-6","Yes","Farmer",0.625,"30-202",187500,"35.20999908-50",2550,1500,"14","1","egypt","Lower Egypt",8632,"0-0"
"1811","Medium","6-7","Yes","Farmer",0.8330000043,"30-202",225000,"20-35.20999908",35000,30000,"14","1","egypt","Lower Egypt",4416,"0-0"
"1812","Small","4-6","Yes","Other",0.2080000043,"30-202",35000,"100-100",1350,300,"14","1","egypt","Lower Egypt",1867,"0.5-5"
"1813","Medium","6-7","Yes","Farmer",0.4160000086,"30-202",225000,"20-35.20999908",2250,1500,"14","1","egypt","Lower Egypt",12741,"0-0"
"1814","Medium","1-4","Yes","Farmer",0.4160000086,"30-202",192000,"35.20999908-50",2250,1350,"39","1","egypt","Lower Egypt",276,"0-0"
"1815","Large","6-7","Yes","Farmer",0.8330000043,"30-202",450000,"35.20999908-50",30000,30000,"14","1","egypt","Lower Egypt",10103,"0-0"
"1816","Medium","7-8","Yes","Farmer",0.4160000086,"30-202",210000,"20-35.20999908",20000,20000,"14","1","egypt","Lower Egypt",5187,"0-0"
"1817","Medium","6-7","Yes","Farmer",0.8330000043,"20-30",260000,"35.20999908-50",70000,40000,"14","1","egypt","Lower Egypt",2271,"0-0"
"1818","Medium","6-7","Yes","Farmer",1.25,"30-202",195000,"100-100",48000,48000,"14","1","egypt","Lower Egypt",14504,"0.1000000015-0.5"
"1819","Small","7-8","Yes","Farmer",0.1041999981,"20-30",35000,"35.20999908-50",600,0,"14","1","egypt","Lower Egypt",2500,"0-0"
"1820","Small","7-8","Yes","Farmer",0.3125,"30-202",105000,"35.20999908-50",25000,25000,"14","1","egypt","Lower Egypt",420,"0-0"
"1821","Large","7-8","Yes","Farmer",0.8330000043,"20-30",490000,"20-35.20999908",5400,4400,"14","1","egypt","Lower Egypt",14186,"0-0"
"1822","Large","6-7","Yes","Farmer",2.187999964,"5-10",422500,"60-80",12000,10500,"14","1","egypt","Lower Egypt",2077,"0.5-5"
"1823","Small","4-6","Yes","Farmer",0.3332999945,"20-30",60000,"100-100",30000,20000,"14","1","egypt","Lower Egypt",8947,"0.1000000015-0.5"
"1824","Small","4-6","Yes","Farmer",0.4160000086,"30-202",155000,"50-60",4500,3750,"14","1","egypt","Lower Egypt",5989,"0-0"
"1825","Small","8-48","Yes","Farmer",0.8330000043,"30-202",120000,"100-100",30000,30000,"39","1","egypt","Lower Egypt",2406,"0.1000000015-0.5"
"1826","Medium","1-4","Yes","Farmer",0.8330000043,"30-202",180000,"60-80",70000,70000,"14","1","egypt","Lower Egypt",4558,"0-0"
"1827","Small","4-6","Yes","Farmer",0.2080000043,"30-202",60000,"35.20999908-50",17000,0,"14","1","egypt","Lower Egypt",4786,"0.5-5"
"1828","Small","4-6","Yes","Farmer",0.2080000043,"5-10",60000,"100-100",15000,10000,"39","1","egypt","Lower Egypt",1538,"0-0"
"1829","Small","4-6","Yes","Farmer",0.2080000043,"30-202",30000,"100-100",12000,10000,"39","1","egypt","Lower Egypt",1793,"0-0"
"1830","Medium","4-6","Yes","Farmer",0.8330000043,"20-30",210000,"50-60",50000,50000,"14","1","egypt","Lower Egypt",10872,"0-0"
"1831","Large","8-48","Yes","Farmer",0.5917000175,"30-202",325000,"20-35.20999908",45000,45000,"14","1","egypt","Lower Egypt",5987,"0-0"
"1832","Small","1-4","Yes","Farmer",0.2917000055,"20-30",42000,"100-100",1800,1200,"14","1","egypt","Lower Egypt",4628,"0-0"
"1833","Small","6-7","Yes","Farmer",0.2080000043,"20-30",65000,"35.20999908-50",15000,15000,"14","1","egypt","Lower Egypt",2451,"0-0"
"1834","Small","7-8","Yes","Farmer",0.174999997,"30-202",60000,"35.20999908-50",1050,0,"14","1","egypt","Lower Egypt",4008,"0.1000000015-0.5"
"1835","Small","7-8","Yes","Farmer",0.4160000086,"30-202",120000,"35.20999908-50",2700,2250,"14","1","egypt","Lower Egypt",13043,"0.1000000015-0.5"
"1836","Medium","7-8","Yes","Farmer",0.8330000043,"30-202",195000,"60-80",60000,60000,"14","1","egypt","Lower Egypt",8543,"0.1000000015-0.5"
"1837","Small","4-6","Yes","Farmer",0.2790000141,"20-30",43000,"100-100",30000,30000,"14","1","egypt","Lower Egypt",4387,"0.5-5"
"1838","Medium","6-7","Yes","Farmer",0.4160000086,"30-202",180000,"20-35.20999908",2400,0,"14","1","egypt","Lower Egypt",1267,"0-0"
"1839","Small","6-7","Yes","Farmer",0.4160000086,"30-202",140000,"35.20999908-50",2550,900,"14","1","egypt","Lower Egypt",4938,"0.1000000015-0.5"
"1840","Small","1-4","Yes","Farmer",0.4160000086,"30-202",60000,"35.20999908-50",1350,600,"14","1","egypt","Lower Egypt",5822,"0.5-5"
"1841","Small","4-6","Yes","Farmer",0.4160000086,"5-10",120000,"35.20999908-50",20000,20000,"14","1","egypt","Lower Egypt",6543,"0-0"
"1842","Small","4-6","Yes","Farmer",0.4160000086,"20-30",90000,"60-80",2550,1800,"14","1","egypt","Lower Egypt",964,"0-0"
"1843","Small","6-7","Yes","Farmer",0.625,"30-202",150000,"50-60",60000,60000,"39","1","egypt","Lower Egypt",2856,"0-0"
"1844","Small","4-6","Yes","Farmer",0.8330000043,"30-202",65000,"100-100",35000,35000,"39","1","egypt","Lower Egypt",1847,"0-0"
"1845","Medium","7-8","Yes","Farmer",0.4160000086,"30-202",180000,"20-35.20999908",2700,1200,"14","1","egypt","Lower Egypt",4693,"0.1000000015-0.5"
"1846","Small","6-7","Yes","Farmer",5,"30-202",63000,"0-20",22000,22000,"14","1","egypt","Lower Egypt",10235,"0.1000000015-0.5"
"1847","Small","6-7","Yes","Farmer",0.2080000043,"30-202",30000,"100-100",15000,0,"39","1","egypt","Lower Egypt",2214,"0-0"
"1849","Small","7-8","Yes","Farmer",0.2080000043,"20-30",62000,"35.20999908-50",15000,15000,"14","1","egypt","Lower Egypt",2735,"0.1000000015-0.5"
"1850","Small","4-6","Yes","Farmer",0.3330000043,"30-202",150000,"20-35.20999908",2250,1500,"14","1","egypt","Lower Egypt",3700,"0-0"
"1851","Small","1-4","Yes","Farmer",0.4160000086,"30-202",94000,"60-80",45000,40000,"14","1","egypt","Lower Egypt",3960,"0-0"
"1852","Medium","8-48","Yes","Farmer",0.8330000043,"30-202",195000,"60-80",90000,9e+05,"14","1","egypt","Lower Egypt",11520,"0-0"
"1854","Medium","6-7","Yes","Farmer",1.875,"0-5",225000,"0-20",40000,0,"24","2","egypt","Upper Egypt",13495,"0-0"
"1855","Small","8-48","Yes","Farmer",0.4167000055,"20-30",30000,"100-100",1500,0,"54","2","egypt","Upper Egypt",2650,"0.5-5"
"1856","Small","4-6","Yes","Farmer",0.8332999945,"0-5",68000,"20-35.20999908",2400,0,"26","1","egypt","Upper Egypt",11899,"0.5-5"
"1858","Small","6-7","Yes","Farmer",0.4167000055,"20-30",90000,"20-35.20999908",23000,0,"9","2","egypt","Upper Egypt",26824,"0-0"
"1859","Small","4-6","Yes","Farmer",0.2082999945,"20-30",50000,"35.20999908-50",1300,1300,"54","1","egypt","Upper Egypt",8526,"0.1000000015-0.5"
"1861","Small","6-7","Yes","Farmer",0.4167000055,"20-30",4800,"35.20999908-50",1950,1050,"54","1","egypt","Upper Egypt",16650,"0.1000000015-0.5"
"1862","Small","8-48","Yes","Farmer",0.2917000055,"30-202",3000,"20-35.20999908",800,0,"54","1","egypt","Upper Egypt",14913,"0.1000000015-0.5"
"1866","Small","8-48","Yes","Farmer",0.3833000064,"30-202",80000,"35.20999908-50",1200,0,"48","2","egypt","Upper Egypt",9000,"0.5-5"
"1867","Small","4-6","Yes","Farmer",0.4167000055,"30-202",75000,"50-60",2250,0,"54","1","egypt","Upper Egypt",8658,"0.5-5"
"1870","Large","1-4","Yes","Farmer",10.41670036,"5-10",4000,"100-100",288000,288000,"53","1","egypt","Upper Egypt",103095,"0-0"
"1871","Small","6-7","Yes","Farmer",0.069600001,"30-202",5000,"35.20999908-50",400,0,"54","1","egypt","Upper Egypt",16275,"0.1000000015-0.5"
"1872","Small","4-6","Yes","Farmer",0.8332999945,"0-5",120000,"35.20999908-50",2480,2325,"4","1","egypt","Upper Egypt",10849,"0-0"
"1873","Small","6-7","Yes","Farmer",0.2082999945,"0-5",1500,"100-100",1500,0,"54","1","egypt","Upper Egypt",4272,"0.1000000015-0.5"
"1875","Medium","1-4","Yes","Farmer",0.8332999945,"0-5",3e+05,"0-20",3100,2945,"4","1","egypt","Upper Egypt",12827,"0-0"
"1876","Small","8-48","Yes","Farmer",1.541700006,"30-202",24000,"35.20999908-50",3000,1350,"54","2","egypt","Upper Egypt",6330,"0.1000000015-0.5"
"1877","Large","7-8","Yes","Farmer",4.166699886,"10-20",1600000,"0-20",2400,0,"54","1","egypt","Upper Egypt",1e+05,"0-0"
"1879","Small","7-8","Yes","Farmer",0.5541999936,"30-202",20000,"0-20",1500,0,"54","1","egypt","Upper Egypt",124000,"0-0"
"1880","Small","6-7","Yes","Farmer",0.1041999981,"30-202",20000,"50-60",750,0,"54","2","egypt","Upper Egypt",12978,"0.5-5"
"1881","Large","7-8","Yes","Farmer",5.833300114,"20-30",3500000,"0-20",900,0,"48","1","egypt","Upper Egypt",103883,"0-0"
"1885","Large","6-7","Yes","Farmer",1.25,"20-30",594000,"20-35.20999908",2700,1200,"48","1","egypt","Upper Egypt",3265,"0-0"
"1886","Large","7-8","Yes","Farmer",4.166699886,"20-30",786000,"35.20999908-50",26400,26400,"48","1","egypt","Upper Egypt",23070,"0-0"
"1887","Small","4-6","Yes","Farmer",0.3458000124,"20-30",150000,"20-35.20999908",600,0,"48","1","egypt","Upper Egypt",11431,"0.5-5"
"1889","Small","7-8","Yes","Farmer",0.1041999981,"5-10",18000,"35.20999908-50",500,0,"54","2","egypt","Upper Egypt",4600,"0.5-5"
"1890","Large","6-7","Yes","Farmer",12.5,"10-20",2160000,"80-100",336000,336000,"53","1","egypt","Upper Egypt",122115,"0-0.1000000015"
"1891","Small","1-4","Yes","Farmer",0.174999997,"30-202",24000,"0-20",1042,1042,"9","1","egypt","Upper Egypt",3000,"0.1000000015-0.5"
"1898","Small","7-8","Yes","Farmer",0.1582999974,"30-202",167400,"20-35.20999908",975,0,"54","2","egypt","Upper Egypt",6638,"0.1000000015-0.5"
"1899","Small","4-6","Yes","Farmer",0.2416999936,"20-30",240000,"20-35.20999908",1275,0,"54","1","egypt","Upper Egypt",34741,"0.1000000015-0.5"
"1900","Large","6-7","Yes","Farmer",1.875,"10-20",1628000,"20-35.20999908",7200,6450,"54","1","egypt","Upper Egypt",67032,"0-0.1000000015"
"1901","Small","8-48","Yes","Farmer",0.1041999981,"10-20",72000,"35.20999908-50",750,0,"54","1","egypt","Upper Egypt",16452,"0.1000000015-0.5"
"1902","Small","7-8","Yes","Farmer",0.1582999974,"5-10",120000,"35.20999908-50",900,0,"54","2","egypt","Upper Egypt",3158,"0.5-5"
"1903","Small","7-8","Yes","Farmer",0.625,"10-20",180000,"35.20999908-50",4500,3300,"54","1","egypt","Upper Egypt",21783,"0-0.1000000015"
"1904","Small","7-8","Yes","Farmer",0.1582999974,"20-30",27000,"100-100",1350,0,"54","1","egypt","Upper Egypt",10633,"0.1000000015-0.5"
"1905","Small","8-48","Yes","Farmer",0.0707999989,"5-10",1500,"20-35.20999908",450,0,"54","1","egypt","Upper Egypt",7467,"0.1000000015-0.5"
"1906","Large","6-7","Yes","Farmer",3.404200077,"20-30",1176000,"60-80",14000,10000,"54","1","egypt","Upper Egypt",62603,"0-0.1000000015"
"1907","Small","6-7","Yes","Farmer",0.2082999945,"10-20",120000,"20-35.20999908",450,0,"54","2","egypt","Upper Egypt",3451,"0.5-5"
"1908","Small","7-8","Yes","Farmer",0.2082999945,"20-30",126000,"50-60",1650,750,"54","1","egypt","Upper Egypt",11816,"0-0"
"1909","Medium","1-4","Yes","Farmer",0.8332999945,"5-10",576000,"35.20999908-50",5400,4500,"54","1","egypt","Upper Egypt",48651,"0-0.1000000015"
"1910","Small","7-8","Yes","Farmer",0.8332999945,"30-202",216000,"60-80",5100,4650,"54","1","egypt","Upper Egypt",46401,"0-0.1000000015"
"1911","Large","4-6","Yes","Farmer",1.458299994,"10-20",768000,"35.20999908-50",10800,9300,"54","2","egypt","Upper Egypt",53185,"0-0"
"1912","Small","6-7","Yes","Farmer",0.4167000055,"5-10",360000,"20-35.20999908",2400,1500,"54","2","egypt","Upper Egypt",13257,"0-0"
"1913","Medium","7-8","Yes","Farmer",0.4167000055,"20-30",384000,"35.20999908-50",4500,2250,"54","2","egypt","Upper Egypt",12009,"0.1000000015-0.5"
"1914","Large","7-8","Yes","Farmer",1.25,"20-30",960000,"35.20999908-50",11250,9450,"54","1","egypt","Upper Egypt",73212,"0-0.1000000015"
"1915","Small","7-8","Yes","Farmer",0.4167000055,"20-30",432000,"20-35.20999908",2400,300,"54","2","egypt","Upper Egypt",19540,"0-0.1000000015"
"1916","Small","1-4","Yes","Farmer",0.3458000124,"10-20",48000,"0-20",900,150,"54","2","egypt","Upper Egypt",22240,"0.1000000015-0.5"
"1917","Small","4-6","Yes","Farmer",0.4167000055,"20-30",240000,"35.20999908-50",3000,1500,"54","2","egypt","Upper Egypt",19397,"0-0.1000000015"
"1918","Large","8-48","Yes","Farmer",2.083300114,"20-30",1728000,"50-60",17850,16050,"54","2","egypt","Upper Egypt",44805,"0-0"
"1919","Large","6-7","Yes","Farmer",0.8332999945,"20-30",864000,"20-35.20999908",4800,3000,"54","2","egypt","Upper Egypt",33068,"0.1000000015-0.5"
"1920","Large","8-48","Yes","Farmer",2.083300114,"10-20",990000,"35.20999908-50",13500,12600,"54","1","egypt","Upper Egypt",75805,"0-0.1000000015"
"1921","Small","4-6","Yes","Farmer",0.7082999945,"20-30",1440000,"35.20999908-50",1350,600,"54","1","egypt","Upper Egypt",11510,"0-0"
"1922","Small","6-7","Yes","Farmer",0.5207999945,"10-20",135000,"35.20999908-50",3348,1598,"54","1","egypt","Upper Egypt",12037,"0-0"
"1923","Small","7-8","Yes","Farmer",0.625,"10-20",247500,"50-60",4050,3000,"54","1","egypt","Upper Egypt",19154,"0.1000000015-0.5"
"1924","Large","1-4","Yes","Farmer",1.354200006,"20-30",396000,"80-100",20250,19500,"54","2","egypt","Upper Egypt",34940,"0-0"
"1925","Small","6-7","Yes","Farmer",0.4875000119,"20-30",258000,"20-35.20999908",1392,0,"54","1","egypt","Upper Egypt",43456,"0-0.1000000015"
"1926","Large","7-8","Yes","Farmer",0.8332999945,"20-30",1008000,"100-100",16200,14400,"54","2","egypt","Upper Egypt",27329,"0-0"
"1927","Small","4-6","Yes","Farmer",0.8332999945,"20-30",684000,"60-80",5700,4950,"54","1","egypt","Upper Egypt",23483,"0.1000000015-0.5"
"1928","Small","7-8","Yes","Farmer",0.1041999981,"30-202",45000,"60-80",450,0,"54","1","egypt","Upper Egypt",21220,"0-0"
"1929","Small","6-7","Yes","Farmer",0.2082999945,"20-30",75000,"60-80",1500,450,"54","1","egypt","Upper Egypt",6117,"0.5-5"
"1930","Large","7-8","Yes","Farmer",2.5,"20-30",1360000,"20-35.20999908",15000,10000,"54","1","egypt","Upper Egypt",70475,"0-0"
"1931","Large","7-8","Yes","Farmer",1.25,"10-20",6e+05,"35.20999908-50",8100,7350,"54","1","egypt","Upper Egypt",15954,"0-0"
"1932","Large","7-8","Yes","Farmer",1.666700006,"10-20",770000,"50-60",12000,11400,"54","1","egypt","Upper Egypt",39328,"0.1000000015-0.5"
"1933","Large","6-7","Yes","Farmer",1.25,"30-202",550000,"20-35.20999908",4500,3750,"54","1","egypt","Upper Egypt",45622,"0-0"
"1934","Large","4-6","Yes","Farmer",0.8332999945,"30-202",720000,"20-35.20999908",4500,3900,"54","1","egypt","Upper Egypt",15954,"0-0"
"1935","Large","7-8","Yes","Farmer",1.041700006,"30-202",630000,"35.20999908-50",4500,0,"54","1","egypt","Upper Egypt",16898,"0-0"
"1936","Large","7-8","Yes","Farmer",2.5,"10-20",55000,"50-60",18900,18000,"54","1","egypt","Upper Egypt",86594,"0-0"
"1937","Small","7-8","Yes","Farmer",0.5749999881,"0-5",305000,"20-35.20999908",1650,0,"54","1","egypt","Upper Egypt",9142,"0.1000000015-0.5"
"1938","Small","6-7","Yes","Farmer",0.0874999985,"20-30",30000,"100-100",600,0,"54","1","egypt","Upper Egypt",2616,"0-0"
"1939","Small","7-8","Yes","Farmer",0.2958000004,"10-20",85000,"100-100",240,0,"54","1","egypt","Upper Egypt",29627,"0.1000000015-0.5"
"1940","Small","7-8","Yes","Farmer",0.3125,"5-10",72000,"100-100",2450,0,"54","1","egypt","Upper Egypt",13878,"0.1000000015-0.5"
"1941","Small","7-8","Yes","Farmer",0.237499997,"30-202",105000,"50-60",1200,0,"54","1","egypt","Upper Egypt",25624,"0-0"
"1942","Small","7-8","Yes","Farmer",0.137500003,"20-30",40000,"100-100",5000,0,"54","1","egypt","Upper Egypt",11208,"0.5-5"
"1943","Small","4-6","Yes","Farmer",1.041700006,"0-5",45000,"100-100",2250,1650,"54","1","egypt","Lower Egypt",500,"0-0"
"1944","Small","6-7","Yes","Farmer",1.041700006,"0-5",25000,"100-100",3300,2400,"54","1","egypt","Lower Egypt",1000,"0-0"
"1945","Small","6-7","Yes","Farmer",1.041700006,"0-5",25000,"100-100",3000,2250,"54","1","egypt","Lower Egypt",1000,"0-0"
"1946","Medium","6-7","Yes","Farmer",2.083300114,"10-20",50000,"20-35.20999908",3000,2400,"54","1","egypt","Lower Egypt",12000,"0-0"
"1947","Medium","4-6","Yes","Farmer",2.083300114,"10-20",50000,"100-100",27600,27600,"38","1","egypt","Lower Egypt",13000,"0-0"
"1948","Small","4-6","Yes","Farmer",0.4167000055,"30-202",1e+05,"35.20999908-50",40000,40000,"9","1","egypt","Lower Egypt",35630,"0.5-5"
"1950","Large","1-4","Yes","Farmer",3.333300114,"10-20",240000,"35.20999908-50",9000,7500,"54","1","egypt","Lower Egypt",31930,"0-0"
"1952","Large","4-6","Yes","Farmer",70.83329773,"5-10",1.7e+07,"35.20999908-50",168000,168000,"54","2","egypt","Lower Egypt",2466950,"0.1000000015-0.5"
"1954","Medium","4-6","Yes","Farmer",2.083300114,"10-20",75000,"100-100",9000,8400,"54","1","egypt","Lower Egypt",14500,"0.1000000015-0.5"
"1955","Small","1-4","Yes","Farmer",1.041700006,"0-5",90000,"60-80",2850,2250,"54","2","egypt","Lower Egypt",5000,"0-0"
"1956","Small","8-48","Yes","Farmer",1.041700006,"0-5",95000,"50-60",2250,1050,"56","1","egypt","Lower Egypt",4385,"0-0"
"1957","Medium","4-6","Yes","Farmer",2.083300114,"10-20",145000,"20-35.20999908",3150,2850,"54","1","egypt","Lower Egypt",30000,"0-0"
"1958","Medium","6-7","Yes","Farmer",2.083300114,"10-20",125000,"100-100",28800,28800,"54","1","egypt","Lower Egypt",50575,"0-0"
"1961","Small","6-7","Yes","Farmer",1.041700006,"0-5",45000,"35.20999908-50",1200,750,"54","2","egypt","Lower Egypt",7650,"0-0"
"1962","Small","6-7","Yes","Farmer",1.25,"10-20",65000,"100-100",5400,4650,"54","2","egypt","Lower Egypt",6000,"0-0.1000000015"
"1963","Small","1-4","Yes","Farmer",1.041700006,"0-5",26000,"100-100",2700,2400,"54","2","egypt","Lower Egypt",4100,"0-0"
"1965","Medium","6-7","Yes","Farmer",2.083300114,"10-20",80000,"35.20999908-50",4500,3000,"54","1","egypt","Lower Egypt",17175,"0-0.1000000015"
"1966","Small","7-8","Yes","Farmer",1.041700006,"0-5",30000,"100-100",2100,1500,"54","2","egypt","Lower Egypt",4850,"0-0"
"1967","Small","8-48","Yes","Farmer",1.041700006,"0-5",30000,"100-100",3000,1500,"54","1","egypt","Lower Egypt",5070,"0-0"
"1968","Small","8-48","Yes","Farmer",1.041700006,"0-5",40000,"35.20999908-50",1200,0,"54","1","egypt","Lower Egypt",7400,"0-0"
"1969","Large","1-4","Yes","Farmer",12.5,"5-10",1e+06,"20-35.20999908",22500,22500,"54","2","egypt","Lower Egypt",627680,"0.5-5"
"1971","Large","6-7","Yes","Farmer",3.125,"20-30",22000,"60-80",13500,12000,"54","1","egypt","Lower Egypt",51870,"0.1000000015-0.5"
"1972","Large","6-7","Yes","Farmer",58.33330154,"5-10",6300000,"60-80",4200000,0,"9","1","egypt","Lower Egypt",270000,"0-0"
"1973","Medium","4-6","Yes","Farmer",2.083300114,"5-10",90000,"100-100",7125,7125,"54","2","egypt","Lower Egypt",14550,"0.1000000015-0.5"
"1974","Medium","7-8","Yes","Farmer",2.083300114,"0-5",125000,"35.20999908-50",3750,2250,"54","1","egypt","Lower Egypt",35330,"0-0"
"1977","Large","1-4","Yes","Farmer",2.083300114,"5-10",360000,"35.20999908-50",3750,3750,"54","2","egypt","Lower Egypt",13000,"0-0"
"1979","Medium","6-7","Yes","Farmer",2.083300114,"10-20",125000,"100-100",28800,28800,"38","1","egypt","Lower Egypt",77462,"0-0"
"1980","Small","6-7","Yes","Farmer",1.041700006,"0-5",25000,"100-100",3000,1950,"54","2","egypt","Lower Egypt",4270,"0.1000000015-0.5"
"1981","Medium","6-7","Yes","Farmer",2.083300114,"10-20",1e+05,"60-80",28800,28800,"38","1","egypt","Lower Egypt",82770,"0-0"
"1982","Small","8-48","Yes","Farmer",1.041700006,"0-5",80000,"100-100",3300,2250,"54","1","egypt","Lower Egypt",5000,"0-0"
"1983","Medium","7-8","Yes","Farmer",2.083300114,"10-20",125000,"35.20999908-50",2400,2000,"54","2","egypt","Lower Egypt",13000,"0-0"
"1984","Large","4-6","Yes","Farmer",5.208300114,"10-20",625000,"0-20",5100,5100,"54","2","egypt","Lower Egypt",19055,"0.5-5"
"1985","Large","7-8","Yes","Farmer",4.166699886,"20-30",350000,"35.20999908-50",9300,8525,"54","2","egypt","Lower Egypt",52700,"0-0"
"1986","Medium","6-7","Yes","Farmer",2.083300114,"10-20",60000,"35.20999908-50",3000,1500,"54","1","egypt","Lower Egypt",29250,"0-0.1000000015"
"1987","Medium","6-7","Yes","Farmer",2.083300114,"20-30",180000,"35.20999908-50",5700,4950,"54","2","egypt","Lower Egypt",12000,"0-0"
"1988","Small","1-4","No","Teacher",0.8000000119,"5-10",7e+07,"35.20999908-50",750,0,"26","1","zimbabwe","manicaland",2e+06,"52-80"
"1989","Small","1-4","No","Farmer",0.400000006,"0-5",5e+06,"100-100",450,200,"26","1","zimbabwe","manicaland",5e+05,"35-52"
"1990","Small","1-4","No","Farmer",0.8000000119,"10-20",107500000,"60-80",500,0,"26","1","zimbabwe","manicaland",2500000,"20-35"
"1991","Small","1-4","No","Farmer",1.200000048,"10-20",3.6e+07,"35.20999908-50",500,0,"26","1","zimbabwe","manicaland",3e+06,"20-35"
"1992","Small","4-6","No","Artisan",1.600000024,"10-20",11500000,"50-60",750,0,"26","1","zimbabwe","manicaland",1500000,"52-80"
"1993","Small","4-6","No","Farmer",1.200000048,"10-20",7e+06,"60-80",750,0,"26","1","zimbabwe","manicaland",2500000,"35-52"
"1994","Small","1-4","No","Farmer",0.400000006,"5-10",6e+06,"60-80",150,0,"26","1","zimbabwe","manicaland",5e+05,"35-52"
"1995","Small","1-4","Yes","Farmer",1.200000048,"30-202",0,"60-80",100,0,"26","1","zimbabwe","manicaland",5e+05,"35-52"
"1996","Small","6-7","No","Farmer",2,"10-20",0,"100-100",1400,0,"22","1","zimbabwe","manicaland",2e+06,"0-0"
"1997","Small","4-6","No","Farmer",1,"10-20",0,"60-80",700,0,"26","1","zimbabwe","manicaland",1e+06,"52-80"
"1998","Small","1-4","Yes","Farmer",4.800000191,"30-202",2e+06,"50-60",1000,0,"26","1","zimbabwe","manicaland",0,"0-0"
