farmtype,hhsize,hhelectric,hhhdocc1,fplotarea1,plotunits,yearsuse1,farmsalev,s1p1c1area,s1p1c1qharv,s1p1c1cons,s1p1c1lives,s1p1c1lost,s1p1c1sold,pc1,extc,adm0,adm1,incfarm,incnfarm,"""cleanData2$adm0"""
1,4,1,1,2.428139925,HA,3,650000,70,3000,600,0,0,2400,26,1,ghana,volta,6000000,12,cleanData2$adm0
1,3,1,1,1.214069963,HA,7,650000,70,700,150,0,50,500,26,1,ghana,volta,1500000,15,cleanData2$adm0
1,2,2,1,0.8093799949,HA,6,650000,60,2000,500,0,50,2200,26,1,ghana,volta,900000,0,cleanData2$adm0
1,4,2,1,0.8093799949,HA,11,650000,100,1800,600,0,0,1200,26,1,ghana,volta,6000000,12,cleanData2$adm0
1,7,2,1,1.214069963,HA,18,18000000,50,900,25,0,150,350,19,2,ghana,volta,3000000,8,cleanData2$adm0
1,7,1,3,0.4046899974,HA,17,10000000,50,2000,1000,500,100,400,26,1,ghana,volta,2000000,60,cleanData2$adm0
1,8,2,1,0.8093799949,HA,20,650000,60,400,200,25,15,160,26,1,ghana,volta,500000,1,cleanData2$adm0
1,9,2,1,1.214069963,HA,8,650000,100,5000,5000,0,0,0,26,1,ghana,volta,0,70,cleanData2$adm0
1,6,1,1,1.335476995,HA,10,5000000,72,500,100,0,0,400,26,1,ghana,volta,200000,3,cleanData2$adm0
1,3,1,1,0.4046899974,HA,8,8000000,100,1602,180,0,0,1422,55,1,ghana,volta,1300000,8,cleanData2$adm0
1,7,1,1,0.6070349813,HA,41,650000,100,5000,5000,0,0,0,26,1,ghana,volta,2000000,25,cleanData2$adm0
2,7,1,1,1.61875999,HA,7,45000000,80,4200,100,0,250,3850,26,1,ghana,volta,24000000,18,cleanData2$adm0
1,5,1,12,8.093799591,HA,10,300000000,100,3600,300,0,0,3300,28,2,ghana,volta,1200000,20,cleanData2$adm0
1,4,2,1,0.8093799949,HA,3,44000000,100,2600,400,0,100,1900,39,1,ghana,volta,5000000,0,cleanData2$adm0
1,4,1,1,1.011724949,HA,8,800000000,30,650,0,0,65,585,10,1,ghana,volta,1500000,30,cleanData2$adm0
2,3,1,4,24.28140068,HA,3,500000000,61,25000,3750,0,750,20500,26,1,ghana,volta,0,10,cleanData2$adm0
1,4,1,1,3.642210007,HA,9,650000,66,600,100,0,20,480,26,1,ghana,volta,0,0,cleanData2$adm0
1,3,1,1,0.4046899974,HA,7,6000000,100,900,150,0,0,750,39,1,ghana,volta,2000000,25,cleanData2$adm0
1,8,1,1,0.8093799949,HA,25,650000,66,200,100,0,25,75,26,1,ghana,volta,350000,30,cleanData2$adm0
1,3,1,1,2.023449898,HA,2,5000000,30,800,100,0,0,700,26,1,ghana,volta,1000000,8,cleanData2$adm0
1,4,1,1,0.6070349813,HA,2,2000000,50,1000,500,0,0,500,26,1,ghana,volta,2000000,60,cleanData2$adm0
1,9,1,1,0.4046899974,HA,25,12000000,70,2000,200,100,50,1650,26,1,ghana,volta,5000000,0,cleanData2$adm0
1,7,2,1,0.8093799949,HA,18,18000000,50,900,25,0,150,350,19,2,ghana,volta,3000000,8,cleanData2$adm0
1,8,1,1,0.8093799949,HA,20,12000000,65,3375,95,0,25,3255,55,1,ghana,volta,5000000,10,cleanData2$adm0
1,10,2,1,1.61875999,HA,23,30000000,50,2500,1500,0,0,1000,55,1,ghana,volta,500000,0,cleanData2$adm0
1,6,2,1,0.6070349813,HA,21,15000000,60,1400,300,0,100,1000,26,1,ghana,volta,4000000,20,cleanData2$adm0
2,15,1,1,8.093799591,HA,4,100000000,40,6000,500,100,400,5000,26,2,ghana,volta,20000000,80,cleanData2$adm0
1,4,1,5,1.61875999,HA,10,13400000,100,1500,500,0,0,1000,26,1,ghana,volta,3000000,80,cleanData2$adm0
1,6,2,1,1.61875999,HA,3,3500000,30,1638,273,0,0,1365,6,2,ghana,volta,150000,0,cleanData2$adm0
2,8,1,1,2.832829952,HA,13,500000000,20,1000,10,0,0,624,26,1,ghana,volta,5000000,10,cleanData2$adm0
1,7,2,1,5.260970116,HA,18,150000000,60,312.5,0,0,0,312.5,10,2,ghana,Western,1500000,8,cleanData2$adm0
1,7,1,1,2.428139925,HA,2,1500000,100,6300,100,0,300,5900,39,1,ghana,Western,144200,8,cleanData2$adm0
1,11,1,1,2.428139925,HA,41,400000000,40,4000,2300,0,2,1500,26,1,ghana,Western,1500000,0,cleanData2$adm0
1,4,2,1,1.214069963,HA,6,3000000,70,3200,1440,0,60,1700,56,1,ghana,Western,1800000,8,cleanData2$adm0
1,4,1,4,1.011724949,HA,6,30000000,40,3960,400,0,0,3960,48,2,ghana,Western,2000000,6,cleanData2$adm0
1,5,1,1,4.046899796,HA,30,100000000,25,3000,0,0,0,3000,48,1,ghana,Western,10000000,8,cleanData2$adm0
1,7,3,1,1.821105003,HA,21,70000000,16.60000038,2000,0,0,0,2000,6,1,ghana,Western,800000,8,cleanData2$adm0
1,4,1,1,1.821105003,HA,3,16000000,30,13200,200,0,0,13000,48,1,ghana,Western,10000000,8,cleanData2$adm0
1,6,2,1,0.9307869673,HA,12,3000000,100,1350,54,0,162,1161,19,2,ghana,Western,4300000,8,cleanData2$adm0
3,19,1,8,3,HA,14,0,50,200,200,0,0,0,12,2,niger,DIFFA,2500000,40,cleanData2$adm0
2,7,2,1,4,HA,18,0,70,700,700,0,0,0,12,2,niger,DIFFA,0,100,cleanData2$adm0
1,5,2,1,3,HA,20,0,50,400,400,0,0,0,12,2,niger,DIFFA,0,100,cleanData2$adm0
2,9,1,1,3,HA,15,0,80,40,40,0,0,0,27,2,niger,DIFFA,10000,98,cleanData2$adm0
1,4,1,3,5,HA,3,0,30,2500,2500,0,0,0,27,2,niger,DIFFA,1000000,60,cleanData2$adm0
2,10,2,1,2,HA,15,0,60,100,100,0,0,0,27,2,niger,DIFFA,60000,90,cleanData2$adm0
2,9,2,1,6,HA,40,0,80,1000,1000,0,0,0,12,2,niger,DIFFA,365000,30,cleanData2$adm0
2,10,2,1,4,HA,20,0,50,500,500,0,0,0,12,2,niger,DIFFA,600000,40,cleanData2$adm0
1,6,1,1,2,HA,15,0,80,0,0,0,0,0,12,2,niger,DIFFA,600000,20,cleanData2$adm0
2,7,1,1,6,HA,10,0,100,2000,2000,0,0,0,27,2,niger,DIFFA,650000,20,cleanData2$adm0
1,4,2,1,3,HA,1,0,50,0,0,0,0,0,39,2,niger,DIFFA,200000,20,cleanData2$adm0
1,6,2,1,2,HA,2,0,40,200,200,0,0,0,27,2,niger,DIFFA,120000,80,cleanData2$adm0
1,5,2,1,4,HA,4,0,50,400,400,0,0,0,27,2,niger,DIFFA,3000000,5,cleanData2$adm0
1,4,2,1,2,HA,6,0,20,100,100,0,0,0,12,2,niger,DIFFA,600000,5,cleanData2$adm0
1,6,1,1,5,HA,18,0,50,240,15,0,0,225,34,2,niger,DIFFA,350000,60,cleanData2$adm0
2,9,1,3,1,HA,7,0,50,100,100,0,0,0,12,2,niger,DIFFA,42000,90,cleanData2$adm0
2,6,1,1,2.5,HA,10,0,50,120,120,0,0,0,12,2,niger,DIFFA,0,100,cleanData2$adm0
1,5,2,1,2,HA,20,0,50,50,50,0,0,0,39,2,niger,DIFFA,80000,60,cleanData2$adm0
2,11,1,1,4,HA,15,0,50,0,0,0,0,0,34,2,niger,DIFFA,1650000,40,cleanData2$adm0
2,9,2,1,5,HA,17,0,70,700,700,0,0,0,12,2,niger,DIFFA,3500000,15,cleanData2$adm0
2,7,2,1,3,HA,3,0,40,100,100,0,0,0,12,2,niger,DIFFA,100000,60,cleanData2$adm0
2,7,2,1,7,HA,12,0,80,150,150,0,0,0,12,2,niger,DIFFA,3550000,20,cleanData2$adm0
2,9,2,1,2,HA,20,0,80,200,200,0,0,0,12,2,niger,DIFFA,800000,20,cleanData2$adm0
2,6,2,1,3,HA,20,0,70,350,350,0,0,0,12,2,niger,DIFFA,1900000,30,cleanData2$adm0
1,3,2,1,2,HA,1,0,100,50,50,0,0,0,27,2,niger,DIFFA,60000,98,cleanData2$adm0
1,4,2,1,5,HA,2,0,70,0,0,0,0,0,12,2,niger,DIFFA,500000,60,cleanData2$adm0
2,7,2,1,3,HA,10,0,80,100,100,0,0,0,12,2,niger,DIFFA,850000,25,cleanData2$adm0
2,8,2,1,4,HA,20,0,80,100,100,0,0,0,12,2,niger,DIFFA,1600000,25,cleanData2$adm0
2,7,2,1,12,HA,22,0,100,300,300,0,0,0,27,2,niger,DIFFA,2550000,30,cleanData2$adm0
2,6,2,1,4,HA,15,0,80,250,250,0,0,0,27,2,niger,DIFFA,6580000,20,cleanData2$adm0
2,8,1,1,8,HA,5,0,60,400,400,0,0,0,12,2,niger,DIFFA,108000,80,cleanData2$adm0
2,8,2,1,4,HA,22,0,40,200,200,0,0,0,12,2,niger,DIFFA,25000,90,cleanData2$adm0
2,8,2,1,7,HA,8,0,50,0,0,0,0,0,12,2,niger,DIFFA,0,100,cleanData2$adm0
1,5,1,1,7,HA,15,0,50,0,0,0,0,0,12,2,niger,DIFFA,500000,70,cleanData2$adm0
2,8,2,1,4,HA,20,0,50,100,100,0,0,0,12,2,niger,DIFFA,50000,80,cleanData2$adm0
2,7,2,1,4,HA,16,0,50,800,800,0,0,0,12,2,niger,DIFFA,130000,90,cleanData2$adm0
2,7,1,1,4,HA,10,0,60,100,100,0,0,0,12,2,niger,DIFFA,150000,80,cleanData2$adm0
2,8,2,1,7,HA,13,0,30,100,100,0,0,0,12,2,niger,DIFFA,600000,60,cleanData2$adm0
2,8,1,1,4,HA,6,0,80,0,0,0,0,0,12,2,niger,DIFFA,0,100,cleanData2$adm0
2,10,2,1,6,HA,7,40000,50,0,0,0,0,0,12,2,niger,DIFFA,20000,90,cleanData2$adm0
2,7,2,1,3,HA,14,0,40,150,150,0,0,0,12,2,niger,DIFFA,30000,90,cleanData2$adm0
2,7,2,1,4,HA,20,0,100,100,100,0,0,0,27,2,niger,DIFFA,30000,96,cleanData2$adm0
2,9,2,1,4,HA,7,0,60,300,300,0,0,0,12,2,niger,DIFFA,40000,90,cleanData2$adm0
3,16,2,1,10,HA,25,0,40,750,750,0,0,0,12,2,niger,DIFFA,600000,50,cleanData2$adm0
2,7,2,1,4,HA,20,0,50,100,100,0,0,0,12,2,niger,DIFFA,100000,80,cleanData2$adm0
1,3,2,1,3,HA,16,0,50,30,30,0,0,0,12,2,niger,DIFFA,30000,95,cleanData2$adm0
2,8,2,1,4,HA,6,0,30,0,0,0,0,0,12,2,niger,DIFFA,7000,90,cleanData2$adm0
1,3,1,1,1.5,HA,1,0,50,0,0,0,0,0,27,2,niger,DIFFA,7000,95,cleanData2$adm0
2,8,2,1,2,HA,5,0,25,0,0,0,0,0,12,2,niger,DIFFA,72000,80,cleanData2$adm0
2,8,2,1,5,HA,20,0,100,200,200,0,0,0,12,2,niger,DIFFA,30000,80,cleanData2$adm0
2,15,2,1,4,HA,15,0,100,0,0,0,0,0,12,2,niger,DIFFA,50000,90,cleanData2$adm0
2,7,2,1,2,HA,7,0,40,50,50,0,0,0,12,2,niger,DIFFA,30000,90,cleanData2$adm0
2,12,2,1,3,HA,17,0,50,150,150,0,0,0,12,2,niger,DIFFA,30000,90,cleanData2$adm0
3,18,2,1,9,HA,10,0,20,300,300,0,0,0,12,2,niger,DIFFA,10000,95,cleanData2$adm0
2,11,2,1,4,HA,9,0,40,0,0,0,0,0,12,2,niger,DIFFA,30000,90,cleanData2$adm0
2,7,2,5,1.5,HA,2,0,60,200,200,0,0,0,12,2,niger,DIFFA,70000,90,cleanData2$adm0
2,14,2,1,8,HA,10,0,50,500,500,0,0,0,12,2,niger,DIFFA,350000,60,cleanData2$adm0
1,4,2,1,4,HA,5,0,80,100,100,0,0,0,27,2,niger,DIFFA,70000,80,cleanData2$adm0
1,5,2,1,4,HA,8,0,20,50,50,0,0,0,12,2,niger,DIFFA,130000,80,cleanData2$adm0
1,5,1,1,10,HA,20,0,60,0,0,0,0,0,12,2,niger,DIFFA,120000,90,cleanData2$adm0
2,7,2,1,3,HA,38,375000,63,3125,3125,0,0,0,27,1,niger,DOSSO,414500,6,cleanData2$adm0
1,3,2,1,5,HA,24,412500,90,1500,1500,0,0,0,27,1,niger,DOSSO,246000,10,cleanData2$adm0
2,7,2,1,6,HA,30,937500,95,1500,1500,0,0,0,27,1,niger,DOSSO,240950,10,cleanData2$adm0
2,8,2,1,3,HA,68,450000,83,1875,1875,0,0,0,27,1,niger,DOSSO,215500,23,cleanData2$adm0
3,12,2,1,3,HA,48,547750,82,3125,3125,0,0,0,27,2,niger,DOSSO,385800,10,cleanData2$adm0
3,11,2,1,5,HA,8,750000,60,1875,1875,0,0,0,27,1,niger,DOSSO,420900,23,cleanData2$adm0
1,4,2,1,4,HA,34,300000,83,750,750,0,0,0,27,1,niger,DOSSO,96000,10,cleanData2$adm0
3,10,2,1,4,HA,50,525000,92,875,875,0,0,0,27,1,niger,DOSSO,116500,63,cleanData2$adm0
2,8,2,1,2.5,HA,70,337500,80,1250,1250,0,0,0,27,1,niger,DOSSO,302950,8,cleanData2$adm0
2,9,2,1,6.25,HA,37,675000,68,2250,2250,0,0,0,27,1,niger,DOSSO,150000,16,cleanData2$adm0
2,9,2,1,3,HA,1,225000,60,500,500,0,0,0,27,1,niger,DOSSO,290600,25,cleanData2$adm0
3,10,2,1,7,HA,20,2025000,80,500,500,0,0,0,27,1,niger,DOSSO,2243000,23,cleanData2$adm0
2,8,2,1,3,HA,44,525000,85,1625,1625,0,0,0,27,1,niger,DOSSO,211900,47,cleanData2$adm0
2,8,2,1,2.5,HA,60,637500,81,1875,1875,0,0,0,27,1,niger,DOSSO,3282200,3,cleanData2$adm0
2,8,2,1,5,HA,31,525000,90,1625,1625,0,0,0,27,1,niger,DOSSO,330600,10,cleanData2$adm0
3,11,2,1,6,HA,44,600000,91,1250,1250,0,0,0,27,1,niger,DOSSO,227500,21,cleanData2$adm0
2,7,2,1,4,HA,40,450000,75,1000,1000,0,0,0,27,1,niger,DOSSO,174250,28,cleanData2$adm0
1,5,2,1,5,HA,28,375000,90,1000,1000,0,0,0,27,1,niger,DOSSO,160000,62,cleanData2$adm0
1,5,2,1,5,HA,33,750000,90,1500,1500,0,0,0,27,1,niger,DOSSO,400400,40,cleanData2$adm0
3,9,2,2,9,HA,47,750000,97,5625,5625,0,0,0,27,1,niger,DOSSO,760000,60,cleanData2$adm0
2,7,2,1,2.5,HA,28,337500,80,1625,1625,0,0,0,27,1,niger,DOSSO,271000,11,cleanData2$adm0
2,8,2,1,6,HA,58,900000,90,3162.5,3162.5,0,0,0,27,1,niger,DOSSO,800000,98,cleanData2$adm0
2,8,2,1,5,HA,37,975000,70,500,500,0,0,0,27,1,niger,DOSSO,114850,85,cleanData2$adm0
2,8,2,1,5,HA,50,375000,97,2437,2437,0,0,0,27,1,niger,DOSSO,290000,16,cleanData2$adm0
3,11,2,1,8,HA,23,750000,75,1750,1750,0,0,0,27,1,niger,DOSSO,565500,44,cleanData2$adm0
3,13,2,1,5,HA,65,562500,95,2500,2500,0,0,0,27,1,niger,DOSSO,599200,30,cleanData2$adm0
3,10,2,1,5,HA,56,637500,80,875,875,0,0,0,27,1,niger,DOSSO,300000,18,cleanData2$adm0
3,11,2,1,4.5,HA,27,487500,82,1400,1400,0,0,0,27,1,niger,DOSSO,19500,22,cleanData2$adm0
3,13,2,1,7,HA,51,825000,85,1500,1500,0,0,0,27,1,niger,DOSSO,441200,20,cleanData2$adm0
3,8,2,1,7,HA,49,900000,85,1250,1250,0,0,0,27,1,niger,DOSSO,400000,13,cleanData2$adm0
1,6,2,1,5,HA,10,350000,60,375,375,0,0,0,27,2,niger,DOSSO,780000,0,cleanData2$adm0
3,10,2,1,7,HA,10,0,80,255,255,0,0,0,27,2,niger,DOSSO,1300000,0,cleanData2$adm0
2,8,2,1,10,HA,15,800000,60,3500,3500,0,0,0,27,1,niger,DOSSO,870000,0,cleanData2$adm0
1,3,2,1,3,HA,8,100000,60,990,990,0,0,0,27,1,niger,DOSSO,713000,0,cleanData2$adm0
2,8,2,1,12,HA,25,1000000,80,4950,4950,0,0,0,27,2,niger,DOSSO,816000,5,cleanData2$adm0
2,9,2,1,4,HA,50,700000,70,3000,3000,0,0,0,27,1,niger,DOSSO,675000,0,cleanData2$adm0
2,10,2,1,5,HA,4,200000,30,1200,1200,0,0,0,27,2,niger,DOSSO,417000,0,cleanData2$adm0
1,11,2,1,5,HA,16,200000,60,3000,3000,0,0,0,27,2,niger,DOSSO,390000,0,cleanData2$adm0
2,7,2,1,7,HA,20,2000000,50,0,0,0,0,0,27,1,niger,DOSSO,380000,0,cleanData2$adm0
2,6,2,1,5.5,HA,15,120000,70,275,275,0,0,0,27,1,niger,DOSSO,417000,0,cleanData2$adm0
3,13,2,1,8,HA,1,1000000,70,2250,2250,0,0,0,27,1,niger,DOSSO,115000,0,cleanData2$adm0
1,4,2,1,3,HA,2,0,90,600,600,0,0,0,27,2,niger,DOSSO,397000,50,cleanData2$adm0
1,4,2,1,4,HA,0,200000,80,600,600,0,0,0,27,2,niger,DOSSO,200000,5,cleanData2$adm0
1,4,2,1,8,HA,16,200000,80,675,675,0,0,0,27,2,niger,DOSSO,140000,0,cleanData2$adm0
2,7,2,1,4,HA,15,0,80,525,525,0,0,0,27,2,niger,DOSSO,325000,0,cleanData2$adm0
2,1,2,1,2,HA,3,150000,75,1140,1140,0,0,0,27,1,niger,DOSSO,915000,0,cleanData2$adm0
2,6,2,1,5,HA,15,1000000,85,1800,1800,0,0,0,27,1,niger,DOSSO,785000,0,cleanData2$adm0
1,6,2,1,2,HA,4,400000,80,607,607,0,0,0,27,1,niger,DOSSO,970000,0,cleanData2$adm0
1,5,2,1,4,HA,6,300000,80,1140,1140,0,0,0,27,1,niger,DOSSO,1700000,0,cleanData2$adm0
3,11,2,1,30,HA,40,250000,60,15300,15300,0,0,0,27,1,niger,DOSSO,425000,0,cleanData2$adm0
2,6,2,1,2,HA,1,0,80,600,600,0,0,0,27,2,niger,DOSSO,315000,0,cleanData2$adm0
2,8,2,1,6,HA,15,200000,50,750,750,0,0,0,27,1,niger,DOSSO,375000,0,cleanData2$adm0
1,4,2,1,2,HA,2,3000000,80,825,825,0,0,0,27,1,niger,DOSSO,198000,0,cleanData2$adm0
2,6,2,1,8,HA,6,200000,50,1800,1800,0,0,0,27,2,niger,DOSSO,530000,0,cleanData2$adm0
2,6,2,1,3,HA,3,150000,70,900,900,0,0,0,27,2,niger,DOSSO,180000,0,cleanData2$adm0
2,7,2,1,6,HA,2,180000,75,750,750,0,0,0,27,1,niger,DOSSO,375000,0,cleanData2$adm0
3,10,2,1,10,HA,7,500000,60,675,675,0,0,0,27,2,niger,DOSSO,610000,20,cleanData2$adm0
3,12,2,1,15,HA,20,0,80,6500,6000,0,0,500,27,2,niger,DOSSO,1325000,0,cleanData2$adm0
2,8,2,1,3,HA,28,240000,60,1120,1120,0,0,0,27,1,niger,DOSSO,390000,0,cleanData2$adm0
2,8,2,1,7,HA,40,250000,75,2700,2700,0,0,0,27,1,niger,DOSSO,510000,0,cleanData2$adm0
2,4,2,1,2,HA,17,600000,66,450,450,0,0,0,27,2,niger,DOSSO,94500,10,cleanData2$adm0
1,2,2,1,3,HA,55,1274000,84,875,875,0,0,0,27,1,niger,DOSSO,209000,23,cleanData2$adm0
2,8,2,1,2,HA,20,700000,71,1500,1500,0,0,0,27,1,niger,DOSSO,203000,19,cleanData2$adm0
2,10,2,1,6,HA,45,2000000,83,750,750,0,0,0,27,2,niger,DOSSO,147300,16,cleanData2$adm0
1,8,2,1,1.5,HA,17,700000,85,900,900,0,0,0,27,1,niger,DOSSO,158400,31,cleanData2$adm0
1,3,2,1,1,HA,55,400000,87,750,750,0,0,0,27,1,niger,DOSSO,153500,16,cleanData2$adm0
2,5,2,1,4,HA,7,900000,50,1125,1125,0,0,0,27,1,niger,DOSSO,204000,5,cleanData2$adm0
2,6,2,1,2,HA,35,500000,89,750,750,0,0,0,27,1,niger,DOSSO,93200,16,cleanData2$adm0
1,5,2,1,0.5,HA,4,50000,33,50,50,0,0,0,56,2,niger,DOSSO,9250,1,cleanData2$adm0
2,10,2,1,5,HA,30,2000000,80,1000,1000,0,0,0,27,2,niger,DOSSO,248500,40,cleanData2$adm0
2,2,2,1,0.25,HA,0,50000,45,30,30,0,0,0,29,2,niger,DOSSO,5000,55,cleanData2$adm0
1,3,2,1,4,HA,60,800000,62,875,875,0,0,0,27,1,niger,DOSSO,137150,10,cleanData2$adm0
1,5,2,1,3,HA,13,1000000,75,750,750,0,0,0,27,1,niger,DOSSO,108200,23,cleanData2$adm0
2,8,2,1,2.5,HA,30,1100000,81,1000,1000,0,0,0,27,2,niger,DOSSO,135200,11,cleanData2$adm0
2,6,2,1,3,HA,8,1000000,90,750,750,0,0,0,27,1,niger,DOSSO,124600,40,cleanData2$adm0
2,7,2,1,2,HA,7,600000,66,400,400,0,0,0,27,1,niger,DOSSO,58800,25,cleanData2$adm0
2,8,2,1,1.5,HA,20,300000,66,312.5,312.5,0,0,0,27,1,niger,DOSSO,57900,43,cleanData2$adm0
3,10,2,1,5,HA,77,1400000,75,2500,2500,0,0,0,27,1,niger,DOSSO,435000,15,cleanData2$adm0
1,2,2,1,4,HA,40,1100000,81,1000,1000,0,0,0,27,1,niger,DOSSO,200400,12,cleanData2$adm0
1,4,2,1,0.75,HA,2,150000,66,100,100,0,0,0,27,1,niger,DOSSO,14350,17,cleanData2$adm0
3,14,2,1,1,HA,10,800000,75,875,875,0,0,0,27,1,niger,DOSSO,121000,42,cleanData2$adm0
2,8,2,1,3,HA,28,1400000,75,1000,1000,0,0,0,27,1,niger,DOSSO,183500,8,cleanData2$adm0
1,5,2,1,2,HA,1,600000,65,750,750,0,0,0,27,1,niger,DOSSO,96100,52,cleanData2$adm0
2,7,2,1,3,HA,7,1200000,75,500,500,0,0,0,27,1,niger,DOSSO,88600,56,cleanData2$adm0
3,15,2,1,8,HA,35,3400000,68,3125,3125,0,0,0,27,1,niger,DOSSO,684400,36,cleanData2$adm0
1,4,2,1,2,HA,4,600000,66,463,463,0,0,0,27,1,niger,DOSSO,69160,43,cleanData2$adm0
2,7,2,1,1.5,HA,28,4500000,77,438,438,0,0,0,27,1,niger,DOSSO,53400,37,cleanData2$adm0
2,8,2,1,3,HA,22,1100000,72,875,875,0,0,0,27,1,niger,DOSSO,162900,15,cleanData2$adm0
1,6,2,1,3,HA,10,300000,83,2500,2500,0,0,0,27,1,niger,DOSSO,91600,54,cleanData2$adm0
1,6,2,1,2,HA,8,175000,89,625,625,0,0,0,27,2,niger,DOSSO,87630,22,cleanData2$adm0
3,13,2,1,2.75,HA,15,0,50,2087.5,2087.5,0,0,0,56,1,niger,DOSSO,60000,50,cleanData2$adm0
2,8,2,1,4.25,HA,40,4000000,30,3750,3750,0,250,0,56,2,niger,DOSSO,549000,40,cleanData2$adm0
2,9,2,1,5.5,HA,28,4000000,50,1875,1875,0,1250,0,27,1,niger,DOSSO,323000,40,cleanData2$adm0
1,8,2,1,7,HA,7,5000000,25,3125,31258,0,3125,0,27,1,niger,DOSSO,459000,30,cleanData2$adm0
2,9,2,1,8,HA,20,0,70,1125,1125,5,125,0,44,1,niger,DOSSO,450000,20,cleanData2$adm0
3,12,2,1,5.75,HA,20,0,50,1375,1375,0,250,0,27,1,niger,DOSSO,600000,0,cleanData2$adm0
2,8,2,1,3.25,HA,30,0,40,1875,1875,0,0,0,27,2,niger,DOSSO,400000,0,cleanData2$adm0
2,8,2,1,8.75,HA,25,20000000,20,1500,1500,0,0,0,27,2,niger,DOSSO,665700,20,cleanData2$adm0
3,13,2,1,2.5,HA,16,0,60,1500,1500,0,10000,0,27,2,niger,DOSSO,200000,0,cleanData2$adm0
3,12,2,1,3.25,HA,20,0,35,2500,2500,0,0,0,27,2,niger,DOSSO,0,0,cleanData2$adm0
1,11,2,1,6,HA,17,10000000,55,1875,1875,0,187500,0,27,1,niger,DOSSO,445000,30,cleanData2$adm0
1,7,2,1,1.5,HA,5,0,50,1750,1750,0,25,0,27,2,niger,DOSSO,1500000,30,cleanData2$adm0
2,10,2,1,3.25,HA,30,0,80,1125,1125,0,1250,0,27,2,niger,DOSSO,0,0,cleanData2$adm0
2,9,2,1,10,HA,30,2000000,37,37,2500,2500,187,0,44,1,niger,DOSSO,700000,10,cleanData2$adm0
2,9,2,1,3.25,HA,20,300000,50,875,875,0,125,0,28,1,niger,DOSSO,0,0,cleanData2$adm0
2,9,2,1,6.25,HA,5,0,60,2500,2500,0,0,0,28,2,niger,DOSSO,900000,20,cleanData2$adm0
2,10,2,1,6.25,HA,3,3000000,90,5000,5000,0,0,0,27,2,niger,DOSSO,800000,20,cleanData2$adm0
2,8,2,1,58,HA,20,20000000,50,8750,8750,300,0,0,44,1,niger,DOSSO,800000,50,cleanData2$adm0
2,8,2,1,90,HA,25,0,50,6250,6250,0,750,0,27,2,niger,DOSSO,2000000,40,cleanData2$adm0
2,10,2,1,40,HA,24,0,50,4500,0,0,0,4500,27,1,niger,DOSSO,900000,0,cleanData2$adm0
3,11,2,1,4.5,HA,13,0,34,1375,1375,0,0,0,27,1,niger,DOSSO,500000,0,cleanData2$adm0
3,13,2,1,3.5,HA,40,0,30,1250,1250,0,1250,0,27,1,niger,DOSSO,700000,0,cleanData2$adm0
2,8,2,1,5,HA,0,1000000,30,2500,2500,87,1875,0,44,2,niger,DOSSO,677500,30,cleanData2$adm0
2,10,2,1,5.900000095,HA,20,7000000,37,2000,2000,0,195,0,27,2,niger,DOSSO,300000,20,cleanData2$adm0
2,8,2,1,8,HA,20,0,40,6250,6250,0,375,0,27,2,niger,DOSSO,1000000,0,cleanData2$adm0
3,13,2,1,7.5,HA,22,10000000,70,3750,3750,0,0,0,27,2,niger,DOSSO,550000,10,cleanData2$adm0
2,8,2,1,5,HA,30,10000000,40,4375,4375,0,125,0,27,2,niger,DOSSO,200000,20,cleanData2$adm0
2,8,2,1,5,HA,40,30000000,50,3750,3750,0,375,0,27,1,niger,DOSSO,476000,0,cleanData2$adm0
2,10,2,1,5.25,HA,40,0,70,3750,3750,0,2500,0,27,2,niger,DOSSO,1000000,20,cleanData2$adm0
2,10,2,1,5,HA,70,0,50,1875,1875,0,1875,0,27,2,niger,DOSSO,429000,30,cleanData2$adm0
2,8,2,1,1,HA,20,100000,87,375,375,0,0,0,27,2,niger,DOSSO,58800,17,cleanData2$adm0
3,11,2,1,2,HA,54,200000,62,2000,2000,0,125,0,27,1,niger,DOSSO,276000,13,cleanData2$adm0
1,5,2,1,3,HA,16,275000,59,562.5,562.5,0,0,0,27,1,niger,DOSSO,183000,54,cleanData2$adm0
2,8,2,1,3,HA,32,1000000,80,1125,1125,0,0,0,27,1,niger,DOSSO,145000,10,cleanData2$adm0
1,6,2,1,1,HA,20,62500,80,750,750,0,0,0,27,2,niger,DOSSO,95000,52,cleanData2$adm0
2,8,2,1,7,HA,30,450000,65,1625,1625,0,0,0,27,1,niger,DOSSO,337570,7,cleanData2$adm0
1,6,2,1,3,HA,1,250000,95,500,500,0,0,0,27,2,niger,DOSSO,62350,40,cleanData2$adm0
1,5,2,1,1.5,HA,5,875000,85,750,750,0,0,0,27,2,niger,DOSSO,196100,50,cleanData2$adm0
2,9,2,1,6,HA,50,500000,91,1125,1125,0,0,0,27,1,niger,DOSSO,259000,9.600000381,cleanData2$adm0
2,4,2,1,2,HA,40,150000,83,572,572,0,0,0,27,2,niger,DOSSO,193700,25,cleanData2$adm0
2,6,2,1,2,HA,15,175000,62,627,627,0,0,0,27,2,niger,DOSSO,103140,29,cleanData2$adm0
3,9,2,1,1.25,HA,20,1625000,61,2062.5,2062.5,0,0,0,27,2,niger,DOSSO,336420,14,cleanData2$adm0
